Time,UeId,FlowId,Direction,SrcAddr,DstAddr,Throughput_kbps,Latency_ms,Jitter_ms,PacketLoss
2.6,13,8,UL,7.0.0.9,1.0.0.2,35198.7,6.69542,0.414117,0
2.6,14,9,UL,7.0.0.10,1.0.0.2,35281,6.68018,0.416998,0
2.6,15,10,UL,7.0.0.11,1.0.0.2,37748.2,8.24158,0.41887,0
2.6,16,11,UL,7.0.0.12,1.0.0.2,35034.2,8.1017,0.42582,0
2.6,17,12,UL,7.0.0.13,1.0.0.2,36679,7.5992,0.426451,0
2.6,18,13,UL,7.0.0.14,1.0.0.2,35198.7,5.87179,0.398149,0
2.6,19,14,UL,7.0.0.15,1.0.0.2,35198.7,5.85935,0.397533,0
2.7,6,1,UL,7.0.0.2,1.0.0.2,5098.88,10.1965,2.33421,0
2.7,7,2,UL,7.0.0.3,1.0.0.2,5345.6,12.6814,2.39615,0
2.7,8,3,UL,7.0.0.4,1.0.0.2,5181.12,8.06254,1.98087,0
2.7,9,4,UL,7.0.0.5,1.0.0.2,5427.84,8.60911,2.08031,0
2.7,10,5,UL,7.0.0.6,1.0.0.2,37419.2,8.98208,0.426806,0
2.7,11,6,UL,7.0.0.7,1.0.0.2,36021.1,6.85419,0.408732,0
2.7,12,7,UL,7.0.0.8,1.0.0.2,36679,7.47286,0.424727,0
2.7,13,8,UL,7.0.0.9,1.0.0.2,35692.2,6.77366,0.432425,0
2.7,14,9,UL,7.0.0.10,1.0.0.2,34129.6,6.71776,0.418287,0
2.7,15,10,UL,7.0.0.11,1.0.0.2,34211.8,8.10438,0.439769,0
2.7,16,11,UL,7.0.0.12,1.0.0.2,37912.6,7.61498,0.416242,0
2.7,17,12,UL,7.0.0.13,1.0.0.2,35774.4,7.462,0.413052,0
2.7,18,13,UL,7.0.0.14,1.0.0.2,35692.2,5.75892,0.389807,0
2.7,19,14,UL,7.0.0.15,1.0.0.2,35363.2,5.6472,0.388311,0
2.8,6,1,UL,7.0.0.2,1.0.0.2,4934.4,11.4714,2.46544,0
2.8,7,2,UL,7.0.0.3,1.0.0.2,5016.64,16.3488,2.62538,0
2.8,8,3,UL,7.0.0.4,1.0.0.2,5016.64,7.66875,2.1047,0
2.8,9,4,UL,7.0.0.5,1.0.0.2,4852.16,8.60449,2.06494,0
2.8,10,5,UL,7.0.0.6,1.0.0.2,36021.1,9.65305,0.416597,0
2.8,11,6,UL,7.0.0.7,1.0.0.2,34869.8,7.64677,0.429307,0
2.8,12,7,UL,7.0.0.8,1.0.0.2,34211.8,7.44955,0.422496,0
2.8,13,8,UL,7.0.0.9,1.0.0.2,37172.5,7.10341,0.41867,0
2.8,14,9,UL,7.0.0.10,1.0.0.2,37172.5,6.85411,0.423399,0
2.8,15,10,UL,7.0.0.11,1.0.0.2,36103.4,8.45436,0.427794,0
2.8,16,11,UL,7.0.0.12,1.0.0.2,36925.8,6.71762,0.410701,0
2.8,17,12,UL,7.0.0.13,1.0.0.2,37419.2,7.72943,0.420586,0
2.8,18,13,UL,7.0.0.14,1.0.0.2,37090.2,5.89435,0.396758,0
2.8,19,14,UL,7.0.0.15,1.0.0.2,37419.2,5.79101,0.393355,0
2.9,6,1,UL,7.0.0.2,1.0.0.2,5345.6,11.1993,2.34947,0
2.9,7,2,UL,7.0.0.3,1.0.0.2,4440.96,15.5182,2.6477,0
2.9,8,3,UL,7.0.0.4,1.0.0.2,5345.6,8.16157,2.15396,0
2.9,9,4,UL,7.0.0.5,1.0.0.2,5181.12,11.4528,2.35204,0
2.9,10,5,UL,7.0.0.6,1.0.0.2,34129.6,8.01729,0.419665,0
2.9,11,6,UL,7.0.0.7,1.0.0.2,39393,8.34833,0.417785,0
2.9,12,7,UL,7.0.0.8,1.0.0.2,36432.3,7.43102,0.429439,0
2.9,13,8,UL,7.0.0.9,1.0.0.2,36843.5,6.87174,0.414139,0
2.9,14,9,UL,7.0.0.10,1.0.0.2,37337,6.6429,0.412815,0
2.9,15,10,UL,7.0.0.11,1.0.0.2,35938.9,7.99834,0.427474,0
2.9,16,11,UL,7.0.0.12,1.0.0.2,34787.5,6.24299,0.40974,0
2.9,17,12,UL,7.0.0.13,1.0.0.2,34787.5,6.74426,0.416194,0
2.9,18,13,UL,7.0.0.14,1.0.0.2,33882.9,5.85516,0.406636,0
2.9,19,14,UL,7.0.0.15,1.0.0.2,34376.3,5.82328,0.4017,0
3,6,1,UL,7.0.0.2,1.0.0.2,5181.12,11.8406,2.47474,0
3,7,2,UL,7.0.0.3,1.0.0.2,5674.56,14.6515,2.46808,0
3,8,3,UL,7.0.0.4,1.0.0.2,4934.4,11.0865,2.44456,0
3,9,4,UL,7.0.0.5,1.0.0.2,5263.36,9.23065,2.09326,0
3,10,5,UL,7.0.0.6,1.0.0.2,36761.3,8.3419,0.432128,0
3,11,6,UL,7.0.0.7,1.0.0.2,33142.7,7.30936,0.43415,0
3,12,7,UL,7.0.0.8,1.0.0.2,36596.8,7.35316,0.423361,0
3,13,8,UL,7.0.0.9,1.0.0.2,33636.2,7.49996,0.437753,0
3,14,9,UL,7.0.0.10,1.0.0.2,35281,6.68486,0.416411,0
3,15,10,UL,7.0.0.11,1.0.0.2,35938.9,8.03808,0.423267,0
3,16,11,UL,7.0.0.12,1.0.0.2,37172.5,7.23067,0.408308,0
3,17,12,UL,7.0.0.13,1.0.0.2,36514.6,6.7678,0.401055,0
3,18,13,UL,7.0.0.14,1.0.0.2,37008,5.87698,0.384163,0
3,19,14,UL,7.0.0.15,1.0.0.2,36103.4,5.72156,0.384786,0
3.1,6,1,UL,7.0.0.2,1.0.0.2,5181.12,12.1649,2.4622,0
3.1,7,2,UL,7.0.0.3,1.0.0.2,5263.36,11.5622,2.35566,0
3.1,8,3,UL,7.0.0.4,1.0.0.2,4852.16,12.2484,2.39265,0
3.1,9,4,UL,7.0.0.5,1.0.0.2,5016.64,7.59899,2.00225,0
3.1,10,5,UL,7.0.0.6,1.0.0.2,35527.7,6.98736,0.404014,0
3.1,11,6,UL,7.0.0.7,1.0.0.2,37912.6,6.65028,0.409637,0
3.1,12,7,UL,7.0.0.8,1.0.0.2,34540.8,6.83335,0.419365,0
3.1,13,8,UL,7.0.0.9,1.0.0.2,37254.7,8.25391,0.421783,0
3.1,14,9,UL,7.0.0.10,1.0.0.2,35774.4,7.362,0.427965,0
3.1,15,10,UL,7.0.0.11,1.0.0.2,36350.1,8.06597,0.427346,0
3.1,16,11,UL,7.0.0.12,1.0.0.2,34787.5,10.7847,0.443079,0
3.1,17,12,UL,7.0.0.13,1.0.0.2,35938.9,7.2833,0.424107,0
3.1,18,13,UL,7.0.0.14,1.0.0.2,37008,5.85645,0.395634,0
3.1,19,14,UL,7.0.0.15,1.0.0.2,37419.2,5.7711,0.392973,0
3.2,6,1,UL,7.0.0.2,1.0.0.2,5181.12,11.0002,2.37337,0
3.2,7,2,UL,7.0.0.3,1.0.0.2,5345.6,11.6796,2.32924,0
3.2,8,3,UL,7.0.0.4,1.0.0.2,5345.6,11.6506,2.3431,0
3.2,9,4,UL,7.0.0.5,1.0.0.2,5098.88,10.894,2.33482,0
3.2,10,5,UL,7.0.0.6,1.0.0.2,37090.2,8.54941,0.427256,0
3.2,11,6,UL,7.0.0.7,1.0.0.2,35938.9,7.0139,0.414927,0
3.2,12,7,UL,7.0.0.8,1.0.0.2,37090.2,9.3547,0.428097,0
3.2,13,8,UL,7.0.0.9,1.0.0.2,34623,6.91947,0.425729,0
3.2,14,9,UL,7.0.0.10,1.0.0.2,36267.8,7.40023,0.422181,0
3.2,15,10,UL,7.0.0.11,1.0.0.2,35856.6,8.097,0.429153,0
3.2,16,11,UL,7.0.0.12,1.0.0.2,35116.5,8.86405,0.427339,0
3.2,17,12,UL,7.0.0.13,1.0.0.2,35609.9,7.33745,0.415582,0
3.2,18,13,UL,7.0.0.14,1.0.0.2,34458.6,5.99384,0.405634,0
3.2,19,14,UL,7.0.0.15,1.0.0.2,35198.7,5.96144,0.400479,0
3.3,6,1,UL,7.0.0.2,1.0.0.2,4769.92,11.9608,2.55037,0
3.3,7,2,UL,7.0.0.3,1.0.0.2,4852.16,11.3923,2.35654,0
3.3,8,3,UL,7.0.0.4,1.0.0.2,5181.12,12.1528,2.38595,0
3.3,9,4,UL,7.0.0.5,1.0.0.2,5016.64,11.6484,2.34589,0
3.3,10,5,UL,7.0.0.6,1.0.0.2,35609.9,7.7714,0.43123,0
3.3,11,6,UL,7.0.0.7,1.0.0.2,34869.8,6.8339,0.428139,0
3.3,12,7,UL,7.0.0.8,1.0.0.2,34869.8,6.55605,0.414477,0
3.3,13,8,UL,7.0.0.9,1.0.0.2,37419.2,7.35159,0.418958,0
3.3,14,9,UL,7.0.0.10,1.0.0.2,36267.8,7.44495,0.425626,0
3.3,15,10,UL,7.0.0.11,1.0.0.2,36103.4,8.15967,0.428752,0
3.3,16,11,UL,7.0.0.12,1.0.0.2,38077.1,7.22412,0.412671,0
3.3,17,12,UL,7.0.0.13,1.0.0.2,37419.2,7.84884,0.426017,0
3.3,18,13,UL,7.0.0.14,1.0.0.2,36103.4,5.71893,0.384849,0
3.3,19,14,UL,7.0.0.15,1.0.0.2,35363.2,5.57866,0.385736,0
3.4,6,1,UL,7.0.0.2,1.0.0.2,5181.12,10.574,2.29396,0
3.4,7,2,UL,7.0.0.3,1.0.0.2,5263.36,11.5279,2.3401,0
3.4,8,3,UL,7.0.0.4,1.0.0.2,4934.4,11.635,2.35887,0
3.4,9,4,UL,7.0.0.5,1.0.0.2,5263.36,11.8695,2.35451,0
3.4,10,5,UL,7.0.0.6,1.0.0.2,35692.2,8.94511,0.414747,0
3.4,11,6,UL,7.0.0.7,1.0.0.2,37994.9,7.46528,0.408853,0
3.4,12,7,UL,7.0.0.8,1.0.0.2,38159.4,6.1896,0.404827,0
3.4,13,8,UL,7.0.0.9,1.0.0.2,37337,6.17758,0.398237,0
3.4,14,9,UL,7.0.0.10,1.0.0.2,36679,7.31926,0.426038,0
3.4,15,10,UL,7.0.0.11,1.0.0.2,35609.9,7.94848,0.427062,0
3.4,16,11,UL,7.0.0.12,1.0.0.2,35363.2,7.19238,0.427946,0
3.4,17,12,UL,7.0.0.13,1.0.0.2,34211.8,6.74742,0.41187,0
3.4,18,13,UL,7.0.0.14,1.0.0.2,37419.2,5.88057,0.393684,0
3.4,19,14,UL,7.0.0.15,1.0.0.2,37419.2,5.80182,0.393084,0
3.5,6,1,UL,7.0.0.2,1.0.0.2,5345.6,10.9688,2.42644,0
3.5,7,2,UL,7.0.0.3,1.0.0.2,4852.16,13.5609,2.51484,0
3.5,8,3,UL,7.0.0.4,1.0.0.2,5263.36,11.4842,2.33979,0
3.5,9,4,UL,7.0.0.5,1.0.0.2,5181.12,8.49737,2.14931,0
3.5,10,5,UL,7.0.0.6,1.0.0.2,37008,9.78693,0.42106,0
3.5,11,6,UL,7.0.0.7,1.0.0.2,33389.4,8.72066,0.440753,0
3.5,12,7,UL,7.0.0.8,1.0.0.2,33800.6,6.27812,0.406774,0
3.5,13,8,UL,7.0.0.9,1.0.0.2,33800.6,6.05276,0.417467,0
3.5,14,9,UL,7.0.0.10,1.0.0.2,35609.9,7.33888,0.425334,0
3.5,15,10,UL,7.0.0.11,1.0.0.2,35938.9,8.3082,0.429685,0
3.5,16,11,UL,7.0.0.12,1.0.0.2,34787.5,7.26413,0.415942,0
3.5,17,12,UL,7.0.0.13,1.0.0.2,37748.2,6.56552,0.394679,0
3.5,18,13,UL,7.0.0.14,1.0.0.2,34705.3,6.06069,0.406646,0
3.5,19,14,UL,7.0.0.15,1.0.0.2,34787.5,5.97859,0.403363,0
3.6,6,1,UL,7.0.0.2,1.0.0.2,5181.12,10.8867,2.37329,0
3.6,7,2,UL,7.0.0.3,1.0.0.2,5345.6,14.1446,2.46291,0
3.6,8,3,UL,7.0.0.4,1.0.0.2,5345.6,11.4485,2.32772,0
3.6,9,4,UL,7.0.0.5,1.0.0.2,5263.36,7.6267,1.98186,0
3.6,10,5,UL,7.0.0.6,1.0.0.2,35856.6,9.19798,0.415113,0
3.6,11,6,UL,7.0.0.7,1.0.0.2,36761.3,8.62653,0.42483,0
3.6,12,7,UL,7.0.0.8,1.0.0.2,36514.6,6.67644,0.424915,0
3.6,13,8,UL,7.0.0.9,1.0.0.2,38159.4,6.36864,0.396628,0
3.6,14,9,UL,7.0.0.10,1.0.0.2,34787.5,7.46269,0.432445,0
3.6,15,10,UL,7.0.0.11,1.0.0.2,36103.4,8.1591,0.424445,0
3.6,16,11,UL,7.0.0.12,1.0.0.2,34705.3,7.48204,0.43243,0
3.6,17,12,UL,7.0.0.13,1.0.0.2,32155.8,7.75559,0.425387,0
3.6,18,13,UL,7.0.0.14,1.0.0.2,36185.6,5.64336,0.386682,0
3.6,19,14,UL,7.0.0.15,1.0.0.2,36021.1,5.56933,0.384922,0
3.7,6,1,UL,7.0.0.2,1.0.0.2,4852.16,11.8508,2.44954,0
3.7,7,2,UL,7.0.0.3,1.0.0.2,5263.36,11.2878,2.35862,0
3.7,8,3,UL,7.0.0.4,1.0.0.2,4852.16,11.3942,2.35493,0
3.7,9,4,UL,7.0.0.5,1.0.0.2,5181.12,7.88821,2.01693,0
3.7,10,5,UL,7.0.0.6,1.0.0.2,35363.2,8.89937,0.424741,0
3.7,11,6,UL,7.0.0.7,1.0.0.2,35692.2,7.98152,0.429844,0
3.7,12,7,UL,7.0.0.8,1.0.0.2,37583.7,6.37271,0.398472,0
3.7,13,8,UL,7.0.0.9,1.0.0.2,35938.9,6.26231,0.407631,0
3.7,14,9,UL,7.0.0.10,1.0.0.2,36103.4,7.29732,0.420098,0
3.7,15,10,UL,7.0.0.11,1.0.0.2,35938.9,8.13605,0.42859,0
3.7,16,11,UL,7.0.0.12,1.0.0.2,39393,8.06572,0.411928,0
3.7,17,12,UL,7.0.0.13,1.0.0.2,36843.5,7.43486,0.411126,0
3.7,18,13,UL,7.0.0.14,1.0.0.2,37008,6.00909,0.396698,0
3.7,19,14,UL,7.0.0.15,1.0.0.2,37090.2,5.82196,0.393121,0
3.8,6,1,UL,7.0.0.2,1.0.0.2,5427.84,13.1667,2.49545,0
3.8,7,2,UL,7.0.0.3,1.0.0.2,5098.88,8.62416,2.19722,0
3.8,8,3,UL,7.0.0.4,1.0.0.2,5098.88,12.0319,2.38246,0
3.8,9,4,UL,7.0.0.5,1.0.0.2,4934.4,7.48816,1.93111,0
3.8,10,5,UL,7.0.0.6,1.0.0.2,37090.2,7.65478,0.402575,0
3.8,11,6,UL,7.0.0.7,1.0.0.2,38077.1,7.6033,0.405927,0
3.8,12,7,UL,7.0.0.8,1.0.0.2,35281,6.44575,0.414733,0
3.8,13,8,UL,7.0.0.9,1.0.0.2,33965.1,6.61741,0.422942,0
3.8,14,9,UL,7.0.0.10,1.0.0.2,36761.3,7.50714,0.424405,0
3.8,15,10,UL,7.0.0.11,1.0.0.2,36514.6,8.08665,0.425433,0
3.8,16,11,UL,7.0.0.12,1.0.0.2,34458.6,7.27945,0.426909,0
3.8,17,12,UL,7.0.0.13,1.0.0.2,38570.6,9.13026,0.409734,0
3.8,18,13,UL,7.0.0.14,1.0.0.2,35198.7,5.87064,0.398363,0
3.8,19,14,UL,7.0.0.15,1.0.0.2,35198.7,5.86081,0.397679,0
3.9,6,1,UL,7.0.0.2,1.0.0.2,246.72,13.7669,3.86581,0
3.9,7,2,UL,7.0.0.3,1.0.0.2,5345.6,9.08188,2.29806,0
3.9,8,3,UL,7.0.0.4,1.0.0.2,5181.12,12.273,2.3863,0
3.9,9,4,UL,7.0.0.5,1.0.0.2,4934.4,10.2734,2.29905,0
3.9,10,5,UL,7.0.0.6,1.0.0.2,34211.8,8.38414,0.432627,0
3.9,11,6,UL,7.0.0.7,1.0.0.2,34787.5,7.5367,0.424859,0
3.9,12,7,UL,7.0.0.8,1.0.0.2,34623,6.4263,0.419301,0
3.9,13,8,UL,7.0.0.9,1.0.0.2,35856.6,6.89223,0.418899,0
3.9,14,9,UL,7.0.0.10,1.0.0.2,34211.8,7.37921,0.4351,0
3.9,15,10,UL,7.0.0.11,1.0.0.2,35527.7,8.26534,0.428756,0
3.9,16,11,UL,7.0.0.12,1.0.0.2,34294.1,7.52683,0.417027,0
3.9,17,12,UL,7.0.0.13,1.0.0.2,34705.3,7.69144,0.427532,0
3.9,18,13,UL,7.0.0.14,1.0.0.2,35692.2,5.76221,0.389377,0
3.9,19,14,UL,7.0.0.15,1.0.0.2,35363.2,5.65356,0.388203,0
4,6,1,UL,7.0.0.2,1.0.0.2,9786.56,42.3455,2.8321,0
4,7,2,UL,7.0.0.3,1.0.0.2,5016.64,7.83738,2.02384,0
4,8,3,UL,7.0.0.4,1.0.0.2,5427.84,11.6991,2.33193,0
4,9,4,UL,7.0.0.5,1.0.0.2,5427.84,11.7058,2.33412,0
4,10,5,UL,7.0.0.6,1.0.0.2,36679,9.09977,0.421939,0
4,11,6,UL,7.0.0.7,1.0.0.2,35034.2,8.70932,0.424767,0
4,12,7,UL,7.0.0.8,1.0.0.2,38077.1,6.30806,0.401552,0
4,13,8,UL,7.0.0.9,1.0.0.2,38159.4,6.26716,0.387062,0
4,14,9,UL,7.0.0.10,1.0.0.2,35527.7,7.2482,0.415446,0
4,15,10,UL,7.0.0.11,1.0.0.2,35938.9,8.03677,0.427616,0
4,16,11,UL,7.0.0.12,1.0.0.2,36843.5,11.1441,0.446318,0
4,17,12,UL,7.0.0.13,1.0.0.2,35856.6,6.95902,0.404419,0
4,18,13,UL,7.0.0.14,1.0.0.2,37090.2,5.89522,0.396534,0
4,19,14,UL,7.0.0.15,1.0.0.2,37419.2,5.79415,0.393276,0
4.1,6,1,UL,7.0.0.2,1.0.0.2,5263.36,12.0742,2.46119,0
4.1,7,2,UL,7.0.0.3,1.0.0.2,5181.12,10.1272,2.40917,0
4.1,8,3,UL,7.0.0.4,1.0.0.2,4852.16,11.5972,2.35525,0
4.1,9,4,UL,7.0.0.5,1.0.0.2,5016.64,10.4762,2.29129,0
4.1,10,5,UL,7.0.0.6,1.0.0.2,36679,9.21626,0.417217,0
4.1,11,6,UL,7.0.0.7,1.0.0.2,36596.8,8.69122,0.435045,0
4.1,12,7,UL,7.0.0.8,1.0.0.2,35281,6.03172,0.403686,0
4.1,13,8,UL,7.0.0.9,1.0.0.2,35281,6.21992,0.404863,0
4.1,14,9,UL,7.0.0.10,1.0.0.2,35774.4,7.31418,0.43306,0
4.1,15,10,UL,7.0.0.11,1.0.0.2,35856.6,7.94228,0.427897,0
4.1,16,11,UL,7.0.0.12,1.0.0.2,36679,9.10075,0.420338,0
4.1,17,12,UL,7.0.0.13,1.0.0.2,37748.2,7.23747,0.407793,0
4.1,18,13,UL,7.0.0.14,1.0.0.2,33882.9,5.8564,0.406866,0
4.1,19,14,UL,7.0.0.15,1.0.0.2,34376.3,5.82365,0.401847,0
4.2,6,1,UL,7.0.0.2,1.0.0.2,4934.4,10.6636,2.4487,0
4.2,7,2,UL,7.0.0.3,1.0.0.2,4934.4,8.73526,2.33669,0
4.2,8,3,UL,7.0.0.4,1.0.0.2,5098.88,13.9722,2.52157,0
4.2,9,4,UL,7.0.0.5,1.0.0.2,5016.64,9.21781,2.15105,0
4.2,10,5,UL,7.0.0.6,1.0.0.2,35774.4,9.55033,0.431365,0
4.2,11,6,UL,7.0.0.7,1.0.0.2,37172.5,7.64896,0.419141,0
4.2,12,7,UL,7.0.0.8,1.0.0.2,36679,6.04374,0.401444,0
4.2,13,8,UL,7.0.0.9,1.0.0.2,36679,6.157,0.403945,0
4.2,14,9,UL,7.0.0.10,1.0.0.2,36514.6,9.26167,0.433755,0
4.2,15,10,UL,7.0.0.11,1.0.0.2,36267.8,8.06996,0.425689,0
4.2,16,11,UL,7.0.0.12,1.0.0.2,36021.1,7.40822,0.430331,0
4.2,17,12,UL,7.0.0.13,1.0.0.2,34211.8,6.69492,0.409639,0
4.2,18,13,UL,7.0.0.14,1.0.0.2,37008,5.87753,0.384604,0
4.2,19,14,UL,7.0.0.15,1.0.0.2,36103.4,5.71994,0.385018,0
4.3,6,1,UL,7.0.0.2,1.0.0.2,5345.6,11.0152,2.34947,0
4.3,7,2,UL,7.0.0.3,1.0.0.2,5181.12,12.5264,2.44378,0
4.3,8,3,UL,7.0.0.4,1.0.0.2,5098.88,12.2835,2.38275,0
4.3,9,4,UL,7.0.0.5,1.0.0.2,5427.84,11.8025,2.36339,0
4.3,10,5,UL,7.0.0.6,1.0.0.2,36103.4,8.68848,0.419655,0
4.3,11,6,UL,7.0.0.7,1.0.0.2,33800.6,9.29227,0.440813,0
4.3,12,7,UL,7.0.0.8,1.0.0.2,34540.8,5.96693,0.399867,0
4.3,13,8,UL,7.0.0.9,1.0.0.2,35281,6.11165,0.404683,0
4.3,14,9,UL,7.0.0.10,1.0.0.2,34623,11.1583,0.435033,0
4.3,15,10,UL,7.0.0.11,1.0.0.2,35856.6,8.17433,0.427895,0
4.3,16,11,UL,7.0.0.12,1.0.0.2,35281,7.1617,0.423423,0
4.3,17,12,UL,7.0.0.13,1.0.0.2,35938.9,7.46886,0.425005,0
4.3,18,13,UL,7.0.0.14,1.0.0.2,37008,5.856,0.395831,0
4.3,19,14,UL,7.0.0.15,1.0.0.2,37419.2,5.77149,0.393289,0
4.4,6,1,UL,7.0.0.2,1.0.0.2,5263.36,12.2148,2.44611,0
4.4,7,2,UL,7.0.0.3,1.0.0.2,5592.32,10.6456,2.23496,0
4.4,8,3,UL,7.0.0.4,1.0.0.2,5263.36,12.8591,2.42308,0
4.4,9,4,UL,7.0.0.5,1.0.0.2,5016.64,11.8055,2.37926,0
4.4,10,5,UL,7.0.0.6,1.0.0.2,35938.9,7.28014,0.4044,0
4.4,11,6,UL,7.0.0.7,1.0.0.2,38899.5,8.68856,0.413503,0
4.4,12,7,UL,7.0.0.8,1.0.0.2,37419.2,5.94841,0.399694,0
4.4,13,8,UL,7.0.0.9,1.0.0.2,34540.8,6.59829,0.419832,0
4.4,14,9,UL,7.0.0.10,1.0.0.2,36679,11.2409,0.436635,0
4.4,15,10,UL,7.0.0.11,1.0.0.2,36103.4,8.40268,0.425678,0
4.4,16,11,UL,7.0.0.12,1.0.0.2,37008,8.78454,0.431079,0
4.4,17,12,UL,7.0.0.13,1.0.0.2,36021.1,8.87044,0.436599,0
4.4,18,13,UL,7.0.0.14,1.0.0.2,34458.6,5.99518,0.4058,0
4.4,19,14,UL,7.0.0.15,1.0.0.2,35198.7,5.96483,0.400469,0
4.5,6,1,UL,7.0.0.2,1.0.0.2,5098.88,12.1455,2.48902,0
4.5,7,2,UL,7.0.0.3,1.0.0.2,4440.96,8.38213,2.15298,0
4.5,8,3,UL,7.0.0.4,1.0.0.2,5263.36,8.98408,2.1102,0
4.5,9,4,UL,7.0.0.5,1.0.0.2,5098.88,11.5247,2.35146,0
4.5,10,5,UL,7.0.0.6,1.0.0.2,36103.4,8.67643,0.421134,0
4.5,11,6,UL,7.0.0.7,1.0.0.2,34623,7.91014,0.425533,0
4.5,12,7,UL,7.0.0.8,1.0.0.2,34540.8,6.33932,0.413508,0
4.5,13,8,UL,7.0.0.9,1.0.0.2,37172.5,6.74673,0.425614,0
4.5,14,9,UL,7.0.0.10,1.0.0.2,36185.6,11.5882,0.433415,0
4.5,15,10,UL,7.0.0.11,1.0.0.2,35856.6,8.07448,0.428021,0
4.5,16,11,UL,7.0.0.12,1.0.0.2,36185.6,10.6078,0.423977,0
4.5,17,12,UL,7.0.0.13,1.0.0.2,37008,8.21609,0.420417,0
4.5,18,13,UL,7.0.0.14,1.0.0.2,36103.4,5.72357,0.384515,0
4.5,19,14,UL,7.0.0.15,1.0.0.2,35363.2,5.58213,0.385426,0
4.6,6,1,UL,7.0.0.2,1.0.0.2,5098.88,11.7377,2.39159,0
4.6,7,2,UL,7.0.0.3,1.0.0.2,5181.12,10.5472,2.3352,0
4.6,8,3,UL,7.0.0.4,1.0.0.2,5016.64,9.23528,2.38587,0
4.6,9,4,UL,7.0.0.5,1.0.0.2,5016.64,11.7793,2.37926,0
4.6,10,5,UL,7.0.0.6,1.0.0.2,36679,8.26051,0.418007,0
4.6,11,6,UL,7.0.0.7,1.0.0.2,35198.7,7.62809,0.420906,0
4.6,12,7,UL,7.0.0.8,1.0.0.2,35363.2,6.67428,0.432571,0
4.6,13,8,UL,7.0.0.9,1.0.0.2,35116.5,7.07846,0.427418,0
4.6,14,9,UL,7.0.0.10,1.0.0.2,36514.6,11.1221,0.439192,0
4.6,15,10,UL,7.0.0.11,1.0.0.2,36021.1,8.07595,0.426944,0
4.6,16,11,UL,7.0.0.12,1.0.0.2,36350.1,7.18162,0.420277,0
4.6,17,12,UL,7.0.0.13,1.0.0.2,34623,7.90503,0.430621,0
4.6,18,13,UL,7.0.0.14,1.0.0.2,37419.2,5.87855,0.394561,0
4.6,19,14,UL,7.0.0.15,1.0.0.2,37419.2,5.79722,0.393822,0
4.7,6,1,UL,7.0.0.2,1.0.0.2,5098.88,11.5371,2.43745,0
4.7,7,2,UL,7.0.0.3,1.0.0.2,5427.84,13.8573,2.47435,0
4.7,8,3,UL,7.0.0.4,1.0.0.2,4934.4,12.2875,2.48712,0
4.7,9,4,UL,7.0.0.5,1.0.0.2,5263.36,11.4844,2.33972,0
4.7,10,5,UL,7.0.0.6,1.0.0.2,35116.5,9.17054,0.43321,0
4.7,11,6,UL,7.0.0.7,1.0.0.2,37583.7,7.45606,0.419,0
4.7,12,7,UL,7.0.0.8,1.0.0.2,37994.9,6.5894,0.407473,0
4.7,13,8,UL,7.0.0.9,1.0.0.2,37090.2,7.39075,0.415503,0
4.7,14,9,UL,7.0.0.10,1.0.0.2,36185.6,11.5402,0.435419,0
4.7,15,10,UL,7.0.0.11,1.0.0.2,36103.4,8.27582,0.426717,0
4.7,16,11,UL,7.0.0.12,1.0.0.2,34623,6.68714,0.431177,0
4.7,17,12,UL,7.0.0.13,1.0.0.2,37748.2,7.61292,0.414813,0
4.7,18,13,UL,7.0.0.14,1.0.0.2,34705.3,6.06322,0.406954,0
4.7,19,14,UL,7.0.0.15,1.0.0.2,34787.5,5.98175,0.403503,0
4.8,6,1,UL,7.0.0.2,1.0.0.2,5181.12,11.8477,2.42407,0
4.8,7,2,UL,7.0.0.3,1.0.0.2,5181.12,12.6705,2.42098,0
4.8,8,3,UL,7.0.0.4,1.0.0.2,5181.12,10.7536,1.9324,0
4.8,9,4,UL,7.0.0.5,1.0.0.2,5592.32,10.6741,2.18958,0
4.8,10,5,UL,7.0.0.6,1.0.0.2,36185.6,9.51034,0.424594,0
4.8,11,6,UL,7.0.0.7,1.0.0.2,32896,8.22841,0.423239,0
4.8,12,7,UL,7.0.0.8,1.0.0.2,35527.7,6.93496,0.421714,0
4.8,13,8,UL,7.0.0.9,1.0.0.2,36267.8,7.06033,0.42011,0
4.8,14,9,UL,7.0.0.10,1.0.0.2,35692.2,11.5525,0.425808,0
4.8,15,10,UL,7.0.0.11,1.0.0.2,36267.8,7.89609,0.424683,0
4.8,16,11,UL,7.0.0.12,1.0.0.2,38406.1,6.75753,0.409144,0
4.8,17,12,UL,7.0.0.13,1.0.0.2,34623,8.67303,0.439039,0
4.8,18,13,UL,7.0.0.14,1.0.0.2,36185.6,5.64626,0.3865,0
4.8,19,14,UL,7.0.0.15,1.0.0.2,36021.1,5.57065,0.384973,0
4.9,6,1,UL,7.0.0.2,1.0.0.2,1315.84,12.1175,2.67377,0
4.9,7,2,UL,7.0.0.3,1.0.0.2,4605.44,11.87,2.43577,0
4.9,8,3,UL,7.0.0.4,1.0.0.2,3947.52,70.0869,3.60222,0
4.9,9,4,UL,7.0.0.5,1.0.0.2,4605.44,11.8109,2.51263,0
4.9,10,5,UL,7.0.0.6,1.0.0.2,35363.2,8.82844,0.428931,0
